Student_ID,First_Name,Last_Name,Gender,Date_of_Birth,Admission_Date,Class_Section,Class_Level,Religion,Tribe,State_of_Origin,Parent_Name,Parent_Occupation,Parent_Income,Academic_Performance,Attendance_Rate,Special_Needs
69836,Itiam,Etefia,Male,1996-10-16,2016-11-10,A,SS3,Christianity,Ibibio,Akwa Ibom,Mary Etefia,Geophysical data processor,493291,95,58.88996913,No
10088,Isong,Etuk,Male,1989-04-17,2017-11-14,A,SS3,Christianity,Ibibio,Cross River,Paul Etuk,Editorial assistant,130695,21,11.32954109,No
66072,Udeme,Anyaene,Male,2009-11-16,2018-04-13,D,SS2,Christianity,Ibibio,Cross River,John Anyaene,Social research officer government,488852,91,16.00098316,No
36518,Udeme,Anya,Male,1995-08-09,2020-03-18,D,SS3,Traditional,Ibibio,Akwa Ibom,Amina Anya,Company secretary,487302,52,14.36238456,No
27290,Ekaette,Itokwunye,Female,2004-04-29,2017-10-01,B,SS3,Traditional,Ibibio,Cross River,Amina Itokwunye,Psychologist counselling,117888,50,39.8403514,Yes
95196,Akpan,Itokwunyere,Female,1998-10-19,2017-06-15,A,SS3,Traditional,Ibibio,Akwa Ibom,Abdullahi Itokwunyere,Surgeon,217833,49,51.37279728,Yes
49566,Mfon,Bassey,Female,2006-12-13,2017-09-24,B,SS3,Traditional,Ibibio,Akwa Ibom,Amina Bassey,Merchandiser retail,320593,91,31.01754003,Yes
30837,Abasi,Etuk,Male,2004-07-20,2018-12-16,D,SS3,Traditional,Ibibio,Cross River,Fatimah Etuk,Editorial assistant,352411,53,78.05314209,Yes
45916,Ita,Adiaha,Female,1983-01-17,2018-06-13,A,SS3,Christianity,Ibibio,Cross River,Mary Adiaha,Designer ceramics/pottery,152840,70,43.41291837,Yes
22234,Akpan,Ekanem,Female,2004-05-05,2018-06-13,D,SS2,Traditional,Ibibio,Cross River,Umar Ekanem,Social research officer government,308949,51,90.43119053,Yes
95798,John,Nsikan,Male,1985-05-28,2016-01-10,A,SS3,Traditional,Ibibio,Cross River,Abdullahi Nsikan,Embryologist clinical,443092,99,17.4694917,No
57242,Effiong,Eyo,Male,1996-02-05,2016-10-19,B,SS3,Traditional,Ibibio,Akwa Ibom,Fatimah Eyo,Financial trader,70017,23,38.6512656,Yes
42819,Nsikak,Akpan,Female,2006-07-03,2017-07-29,C,SS1,Traditional,Ibibio,Cross River,Fatimah Akpan,Actuary,464464,80,49.97434256,No
20803,Okon,Nsikan,Female,1994-04-30,2020-04-12,B,SS2,Christianity,Ibibio,Cross River,Paul Nsikan,Journalist magazine,387277,47,18.39100788,No
58738,Okon,Essien,Male,2001-01-24,2020-01-21,D,SS2,Traditional,Ibibio,Akwa Ibom,Amina Essien,Dramatherapist,328994,75,30.04036365,Yes
97098,Edidiong,Bassey,Female,1984-02-11,2018-08-06,D,SS1,Christianity,Ibibio,Cross River,Paul Bassey,Glass blower/designer,216856,14,69.74939332,No
95054,Effiong,Itokop,Female,1993-02-02,2018-01-11,C,SS2,Traditional,Ibibio,Cross River,Fatimah Itokop,Scientific laboratory technician,407335,19,16.22009052,No
31695,Nsikak,Anyaene,Male,1997-06-28,2017-06-12,C,SS1,Christianity,Ibibio,Akwa Ibom,Grace Anyaene,Advertising art director,324929,43,62.89713003,Yes
16787,Ukama,Itokwa,Male,2008-08-13,2018-09-06,C,SS2,Christianity,Ibibio,Akwa Ibom,Joseph Itokwa,Restaurant manager fast food,50343,59,59.66533516,Yes
61949,Edidiong,Adiaha,Female,1992-03-06,2016-08-03,D,SS3,Traditional,Ibibio,Cross River,Umar Adiaha,Retail merchandiser,258977,28,22.60120729,Yes
91999,Isong,Itokwunyere,Female,2006-10-02,2017-06-01,B,SS2,Traditional,Ibibio,Cross River,Amina Itokwunyere,Barista,387405,41,29.79567928,Yes
50043,Idongesit,Essien,Male,2003-11-03,2017-08-05,C,SS2,Christianity,Ibibio,Akwa Ibom,Joseph Essien,Nurse mental health,147641,80,11.84461181,Yes
40689,Itoro,Itauma,Male,2001-06-16,2018-10-28,A,SS2,Christianity,Ibibio,Cross River,John Itauma,Control and instrumentation engineer,407742,66,35.2317596,Yes
66260,Ita,Eyo,Female,2002-07-28,2019-11-15,D,SS2,Christianity,Ibibio,Cross River,Grace Eyo,Diplomatic Services operational officer,377784,77,53.10195673,No
95915,Abasi,Itokwa,Male,2010-01-12,2017-03-16,D,SS1,Christianity,Ibibio,Akwa Ibom,Grace Itokwa,Art therapist,465448,74,45.86214412,No
21953,Udeme,Etim,Female,1990-01-18,2016-02-09,B,SS2,Christianity,Ibibio,Cross River,Mary Etim,Psychotherapist child,174508,22,65.24025503,No
22475,Ama,Itokop,Male,2009-10-20,2020-01-14,B,SS1,Traditional,Ibibio,Cross River,Amina Itokop,Designer furniture,243294,45,67.61329617,No
10142,Itiam,Itokwo,Female,2006-04-18,2019-08-22,C,SS2,Traditional,Ibibio,Cross River,Abdullahi Itokwo,Consulting civil engineer,77195,43,86.39915672,No
37973,Ekanem,Etefia,Female,1985-10-03,2018-11-03,D,SS1,Christianity,Ibibio,Akwa Ibom,Grace Etefia,Financial controller,414643,30,36.6184872,No
72496,Itiam,Itokpe,Female,2004-02-10,2016-03-05,A,SS2,Christianity,Ibibio,Akwa Ibom,Paul Itokpe,Transport planner,191205,79,37.1164582,Yes
20215,Emem,Itokwunye,Male,1994-06-03,2017-07-05,C,SS3,Traditional,Ibibio,Akwa Ibom,Amina Itokwunye,Mental health nurse,65675,36,79.64848016,Yes
27393,Paul,Itokwunyene,Male,2008-01-13,2018-03-30,B,SS2,Christianity,Ibibio,Akwa Ibom,Mary Itokwunyene,Teacher secondary school,397901,87,54.90074275,No
87814,Emem,Anyaene,Male,1984-11-12,2016-08-27,A,SS3,Traditional,Ibibio,Akwa Ibom,Umar Anyaene,Health promotion specialist,238930,57,91.84581515,No
39647,Iniobong,Edet,Male,2000-07-06,2017-06-14,B,SS2,Traditional,Ibibio,Akwa Ibom,Amina Edet,Psychologist counselling,446134,82,39.07977776,No
78084,Nse,Itokwu,Female,2005-12-15,2016-01-31,C,SS2,Traditional,Ibibio,Cross River,Fatimah Itokwu,Financial trader,254553,83,88.87954655,No
99126,Paul,Itokpe,Female,1995-05-21,2018-12-30,A,SS2,Christianity,Ibibio,Cross River,Mary Itokpe,Programme researcher broadcasting/film/video,249721,3,10.82352637,No
68335,Ikot,Ekanem,Male,1984-10-02,2020-01-12,B,SS2,Traditional,Ibibio,Akwa Ibom,Umar Ekanem,Economist,431518,99,35.37857734,No
11217,Kayode,Itokpe,Male,1986-10-11,2020-12-16,D,SS3,Christianity,Ibibio,Cross River,Joseph Itokpe,Clinical molecular geneticist,374816,58,26.57671304,Yes
11056,Abasi,Ekpo,Female,1996-01-12,2016-01-04,D,SS3,Traditional,Ibibio,Cross River,Abdullahi Ekpo,Fish farm manager,223999,96,76.95519718,Yes
55032,Itoro,Effiong,Female,1995-06-10,2020-02-26,C,SS1,Traditional,Ibibio,Cross River,Amina Effiong,Designer television/film set,409458,40,91.08587163,No
25806,Effiong,Etim,Male,1998-11-01,2018-02-07,A,SS3,Traditional,Ibibio,Cross River,Abdullahi Etim,Trading standards officer,289408,19,25.66980115,Yes
65353,Ubong,Inyang,Female,2004-01-25,2020-01-08,B,SS1,Christianity,Ibibio,Cross River,Joseph Inyang,Archivist,348421,76,37.13333805,No
27324,Udeme,Itokudo,Female,1984-05-22,2016-12-05,B,SS1,Christianity,Ibibio,Cross River,John Itokudo,Broadcast engineer,70088,79,10.42906813,No
72613,Aniekan,Itokwunyene,Male,1995-06-10,2016-05-20,D,SS1,Traditional,Ibibio,Cross River,Amina Itokwunyene,Multimedia programmer,66061,4,12.87187624,Yes
19283,Akpan,Itokwo,Male,1995-06-20,2016-02-24,C,SS2,Christianity,Ibibio,Cross River,Joseph Itokwo,Copy,402851,58,17.20148609,No
40008,Essien,Nsikan,Female,1988-12-18,2020-10-28,A,SS3,Traditional,Ibibio,Cross River,Abdullahi Nsikan,Academic librarian,115444,36,73.84942376,No
60209,Ekong,Ekpo,Female,2005-01-20,2018-06-22,D,SS3,Traditional,Ibibio,Cross River,Amina Ekpo,Holiday representative,138038,82,37.70327903,No
21708,Inemesit,Itokpe,Male,2002-01-05,2017-12-10,D,SS3,Traditional,Ibibio,Akwa Ibom,Umar Itokpe,Psychiatrist,196589,62,74.81316574,No
23425,Iniobong,Anyaene,Male,2006-12-25,2020-06-19,D,SS3,Traditional,Ibibio,Cross River,Umar Anyaene,Seismic interpreter,334043,20,40.78072103,Yes
23526,Inemesit,Etuk,Female,1985-04-12,2020-04-12,B,SS1,Christianity,Ibibio,Akwa Ibom,Grace Etuk,Recruitment consultant,142226,99,94.80671554,Yes
51071,Onyong,Itokwu,Female,2002-01-29,2017-06-03,C,SS3,Christianity,Ibibio,Cross River,Mary Itokwu,Nutritional therapist,458094,81,45.84882493,Yes
58177,Idongesit,Itokwu,Female,2007-02-19,2017-03-31,D,SS2,Traditional,Ibibio,Akwa Ibom,Umar Itokwu,Statistician,441366,54,19.72111292,No
49223,Aniekan,Itokwo,Male,2009-04-27,2016-10-18,D,SS3,Traditional,Ibibio,Cross River,Umar Itokwo,Special educational needs teacher,229637,56,58.11194673,No
27973,Edidiong,Essien,Female,1989-12-19,2016-11-06,B,SS1,Christianity,Ibibio,Cross River,Paul Essien,Operations geologist,496945,77,38.37927573,Yes
60164,Abasi,Etok,Female,1987-09-17,2018-08-04,A,SS3,Christianity,Ibibio,Akwa Ibom,Paul Etok,Scientist water quality,246361,40,35.36097613,Yes
27451,Essien,Etim,Female,1994-05-25,2018-11-08,A,SS1,Traditional,Ibibio,Cross River,Abdullahi Etim,Psychologist prison and probation services,190678,10,96.10191854,No
94092,Inemesit,Etim,Male,1991-02-13,2019-11-07,A,SS1,Christianity,Ibibio,Cross River,John Etim,Scientist product/process development,181704,99,93.53498915,No
98753,Aniekan,Itokwunye,Female,2001-05-12,2020-03-04,B,SS2,Christianity,Ibibio,Akwa Ibom,Joseph Itokwunye,Manufacturing systems engineer,145711,58,44.57554449,Yes
28724,Ama,Inyang,Male,1986-11-12,2018-12-25,B,SS2,Christianity,Ibibio,Akwa Ibom,Grace Inyang,Trading standards officer,324509,75,85.06867181,Yes
18966,Emem,Akpan,Male,2005-01-30,2020-08-22,C,SS1,Christianity,Ibibio,Cross River,Mary Akpan,Technical brewer,256136,81,60.67896324,Yes
79534,Inemesit,Ekpo,Female,1999-04-13,2018-03-10,A,SS2,Christianity,Ibibio,Cross River,Grace Ekpo,Ophthalmologist,291532,52,44.09412676,Yes
83831,Idongesit,Itokwo,Female,2008-02-02,2020-02-20,B,SS3,Christianity,Ibibio,Akwa Ibom,Joseph Itokwo,Food technologist,361214,64,24.59363792,No
11110,Itiam,Itok,Male,2008-08-05,2018-02-26,A,SS1,Traditional,Ibibio,Akwa Ibom,Fatimah Itok,Scientist research (physical sciences),256604,4,24.8088001,No
89995,Okon,Itokwunye,Male,2002-09-27,2019-02-05,C,SS3,Christianity,Ibibio,Akwa Ibom,Joseph Itokwunye,Orthoptist,152816,73,50.69605571,Yes
95199,Idongesit,Itokwun,Male,2006-11-30,2019-11-26,D,SS2,Traditional,Ibibio,Cross River,Umar Itokwun,Dietitian,123586,2,31.52456507,No
31511,Isong,Itokop,Female,1990-02-20,2016-02-12,A,SS3,Traditional,Ibibio,Akwa Ibom,Amina Itokop,Retail manager,235084,72,78.66000056,Yes
67684,John,Ekanem,Male,2008-08-17,2018-12-31,D,SS3,Christianity,Ibibio,Akwa Ibom,Mary Ekanem,Restaurant manager,483307,78,29.94609154,Yes
56030,Ukama,Itokwunyere,Female,2008-05-07,2018-07-24,D,SS3,Traditional,Ibibio,Cross River,Umar Itokwunyere,Computer games developer,477413,60,22.9959019,Yes
37925,Edidiong,Etuk,Female,2008-11-20,2018-11-02,C,SS1,Christianity,Ibibio,Akwa Ibom,Grace Etuk,Animator,370543,41,81.53453946,Yes
92323,Aniekan,Itokwunyere,Female,1990-09-02,2020-05-27,C,SS3,Christianity,Ibibio,Akwa Ibom,Grace Itokwunyere,Engineer maintenance,204226,89,70.80908719,Yes
29840,Emem,Etuk,Male,1993-11-26,2020-02-13,D,SS2,Christianity,Ibibio,Akwa Ibom,Paul Etuk,Buyer retail,147354,89,36.20049918,No
63963,Joseph,Etefia,Male,1995-01-01,2016-12-16,A,SS3,Traditional,Ibibio,Akwa Ibom,Abdullahi Etefia,Tourism officer,384653,65,26.31548244,No
90750,Itoro,Ekong,Female,1992-02-05,2018-04-18,D,SS3,Traditional,Ibibio,Cross River,Abdullahi Ekong,Mental health nurse,179302,34,30.00170392,No
99989,Okon,Edet,Female,2000-02-19,2020-06-01,B,SS1,Christianity,Ibibio,Akwa Ibom,Grace Edet,Hydrogeologist,382371,73,17.43102006,Yes
67984,Inemesit,Itokwu,Female,2006-02-22,2016-03-05,B,SS1,Christianity,Ibibio,Akwa Ibom,Joseph Itokwu,Commercial art gallery manager,119781,47,67.60323449,No
38474,Abasi,Itokwunyere,Female,1997-05-22,2017-04-04,B,SS1,Christianity,Ibibio,Cross River,John Itokwunyere,Trade mark attorney,408364,89,92.9460329,Yes
21362,Uduak,Itokwa,Female,1992-06-06,2019-06-28,B,SS2,Christianity,Ibibio,Akwa Ibom,Joseph Itokwa,Passenger transport manager,329289,81,22.53695441,No
23168,Essien,Ekpo,Male,1984-11-07,2017-11-15,C,SS1,Traditional,Ibibio,Akwa Ibom,Umar Ekpo,Museum/gallery exhibitions officer,437637,75,44.8187384,Yes
28351,Ekanem,Akpan,Male,1985-02-26,2017-03-16,A,SS1,Christianity,Ibibio,Akwa Ibom,Mary Akpan,Mining engineer,352017,38,14.1481122,No
26142,Udeme,Itokwunyere,Male,1995-09-08,2019-01-14,C,SS3,Christianity,Ibibio,Cross River,Paul Itokwunyere,Hydrographic surveyor,493937,53,11.82302231,No
87276,Effiong,Anya,Male,1994-09-30,2020-03-26,B,SS2,Traditional,Ibibio,Cross River,Umar Anya,Midwife,191165,37,84.53253957,Yes
60335,Ete,Itauma,Female,1998-05-24,2016-04-06,D,SS1,Traditional,Ibibio,Cross River,Amina Itauma,Aeronautical engineer,463943,11,64.45907793,Yes
56076,Edidiong,Ekpo,Female,1999-07-18,2018-01-29,B,SS3,Christianity,Ibibio,Cross River,Grace Ekpo,International aid/development worker,255198,67,45.30789887,No
66280,Nsikak,Bassey,Female,2000-01-23,2020-11-29,D,SS1,Traditional,Ibibio,Cross River,Fatimah Bassey,Radiographer therapeutic,485320,26,91.43389403,Yes
51222,Ekong,Etuk,Female,2000-12-02,2019-08-31,A,SS2,Christianity,Ibibio,Akwa Ibom,Mary Etuk,Engineer civil (contracting),166495,79,72.11427022,Yes
28327,Paul,Etefia,Male,2011-03-24,2019-01-21,B,SS1,Christianity,Ibibio,Akwa Ibom,John Etefia,Administrator sports,152009,66,64.00848067,Yes
42477,Edidiong,Itokwuo,Male,1987-03-05,2017-10-02,B,SS3,Traditional,Ibibio,Cross River,Abdullahi Itokwuo,Engineer structural,336356,40,49.83596723,Yes
46302,Isong,Essien,Male,1998-12-30,2016-10-04,B,SS3,Christianity,Ibibio,Akwa Ibom,Joseph Essien,Presenter broadcasting,350204,16,18.92878915,Yes
94491,Effiong,Itok,Female,2007-02-25,2017-08-25,B,SS3,Traditional,Ibibio,Cross River,Fatimah Itok,Data processing manager,104055,54,36.59417075,Yes
21042,Ete,Inyang,Male,2001-02-05,2019-03-19,A,SS1,Christianity,Ibibio,Akwa Ibom,Joseph Inyang,Production assistant television,228355,61,24.12768814,No
82534,Uduak,Itokop,Female,2006-01-29,2016-12-01,B,SS1,Traditional,Ibibio,Akwa Ibom,Fatimah Itokop,Therapeutic radiographer,262284,33,22.49511014,No
88774,Emem,Itokwunyene,Male,2011-01-31,2018-05-01,D,SS2,Christianity,Ibibio,Cross River,Paul Itokwunyene,Counselling psychologist,136204,38,21.79197656,Yes
88644,Isong,Effiong,Female,2001-02-17,2020-08-19,A,SS1,Traditional,Ibibio,Akwa Ibom,Abdullahi Effiong,Immigration officer,186696,60,37.18319332,No
89638,Iniobong,Itokop,Male,1992-12-11,2019-10-27,C,SS3,Traditional,Ibibio,Akwa Ibom,Fatimah Itokop,Occupational hygienist,91736,68,46.65438139,No
47345,Ukama,Itok,Male,1998-05-18,2020-06-25,B,SS1,Traditional,Ibibio,Akwa Ibom,Amina Itok,Financial risk analyst,408859,82,58.74166946,No
13515,Uduak,Ekpo,Male,2004-02-16,2017-06-27,B,SS2,Christianity,Ibibio,Cross River,John Ekpo,Curator,406793,45,79.218877,Yes
96298,Iniobong,Etuk,Female,1995-07-12,2018-04-04,D,SS1,Traditional,Ibibio,Cross River,Amina Etuk,Administrator sports,221903,28,91.46552817,Yes
49537,Aniekan,Essien,Male,2010-03-20,2018-12-19,A,SS1,Traditional,Ibibio,Akwa Ibom,Amina Essien,Ergonomist,147833,53,42.32643412,No
36928,Itoro,Adiaha,Female,2005-11-28,2018-10-25,B,SS3,Traditional,Ibibio,Akwa Ibom,Abdullahi Adiaha,Print production planner,329466,95,31.66641342,Yes
77862,Ama,Anyaidem,Male,2006-08-03,2019-04-29,A,SS2,Christianity,Ibibio,Cross River,Paul Anyaidem,Forensic psychologist,449244,76,25.84836432,Yes
89551,Ita,Inyang,Female,2010-07-09,2019-07-20,A,SS1,Christianity,Ibibio,Cross River,Grace Inyang,Radiographer therapeutic,227150,70,46.55081857,Yes
34726,Ubong,Ekong,Male,1985-03-26,2018-05-08,D,SS2,Christianity,Ibibio,Akwa Ibom,John Ekong,Oceanographer,428756,70,64.3711248,Yes
61347,Ekaette,Essien,Female,1989-05-29,2018-08-19,D,SS1,Traditional,Ibibio,Akwa Ibom,Abdullahi Essien,Psychologist prison and probation services,303389,15,52.73551544,Yes
48737,Essien,Itokwun,Male,1998-07-31,2017-08-15,C,SS2,Christianity,Ibibio,Akwa Ibom,Joseph Itokwun,Psychologist occupational,143270,50,99.14659809,Yes
94694,Aniekan,Anyaene,Male,1985-12-21,2016-05-07,B,SS2,Traditional,Ibibio,Cross River,Fatimah Anyaene,Meteorologist,230014,39,10.44588332,Yes
17152,Nsikak,Eyo,Female,1985-09-23,2020-12-05,B,SS1,Traditional,Ibibio,Akwa Ibom,Abdullahi Eyo,Engineer energy,253988,76,29.91617105,No
41370,Mfon,Effiong,Female,1996-04-17,2020-06-03,C,SS1,Traditional,Ibibio,Akwa Ibom,Abdullahi Effiong,Psychologist educational,137912,70,21.35817136,Yes
74865,Onyong,Itokwa,Male,1989-01-31,2018-12-02,D,SS1,Christianity,Ibibio,Akwa Ibom,Mary Itokwa,Conservator furniture,351698,5,41.94561279,Yes
60578,Ekaette,Anyaidem,Female,1992-10-23,2017-01-17,D,SS3,Traditional,Ibibio,Cross River,Abdullahi Anyaidem,Pathologist,140102,35,12.97152748,Yes
24777,John,Itokwa,Male,1985-08-14,2019-09-08,A,SS1,Traditional,Ibibio,Akwa Ibom,Fatimah Itokwa,Arts development officer,261629,39,29.39039514,No
41599,Ekong,Itokwun,Male,1986-09-21,2019-11-14,D,SS3,Traditional,Ibibio,Akwa Ibom,Umar Itokwun,Financial trader,358870,42,85.51013709,Yes
75481,Abasi,Effiong,Female,1988-08-09,2020-10-26,A,SS3,Christianity,Ibibio,Cross River,Grace Effiong,Dancer,166209,3,62.77324903,Yes
93634,Itiam,Itokwunyere,Female,1992-05-22,2018-12-14,C,SS2,Christianity,Ibibio,Cross River,Joseph Itokwunyere,Chiropractor,414169,79,55.01005027,No
87847,Joseph,Itauma,Male,1986-10-24,2018-06-15,A,SS2,Traditional,Ibibio,Akwa Ibom,Fatimah Itauma,Hotel manager,166533,23,37.18633181,Yes
19307,Ekong,Eyo,Male,2006-09-20,2016-12-08,C,SS3,Christianity,Ibibio,Cross River,Joseph Eyo,Minerals surveyor,230001,86,80.22115197,Yes
79243,Iniobong,Ekpo,Male,1988-01-13,2016-01-26,C,SS3,Traditional,Ibibio,Cross River,Umar Ekpo,Astronomer,327736,83,83.91912522,Yes
11581,Emem,Itokwo,Male,1999-11-21,2020-03-30,C,SS3,Traditional,Ibibio,Cross River,Fatimah Itokwo,Maintenance engineer,368734,67,10.68309372,No
57329,Ukama,Bassey,Female,1988-02-14,2017-04-02,C,SS3,Traditional,Ibibio,Cross River,Umar Bassey,Psychologist occupational,459826,52,23.6101381,Yes
51480,Paul,Itauma,Female,1989-12-13,2019-12-19,D,SS2,Traditional,Ibibio,Cross River,Amina Itauma,Nature conservation officer,409890,3,47.61881634,Yes
27299,Mfon,Itokudo,Female,2000-09-18,2017-04-11,B,SS1,Traditional,Ibibio,Cross River,Amina Itokudo,Police officer,244013,43,70.42819874,Yes
60703,Onyong,Essien,Female,2004-05-05,2020-06-13,C,SS3,Traditional,Ibibio,Cross River,Abdullahi Essien,Careers adviser,103593,23,14.38740469,Yes
84498,Itoro,Inyang,Male,1983-10-09,2018-06-19,A,SS3,Traditional,Ibibio,Cross River,Umar Inyang,Therapist sports,167206,17,61.88088016,Yes
65163,Ikot,Inyang,Female,1992-12-22,2020-09-30,B,SS2,Christianity,Ibibio,Cross River,John Inyang,Hospital pharmacist,314493,6,67.86882596,No
57895,Effiong,Eyo,Female,1997-03-04,2017-05-20,A,SS2,Christianity,Ibibio,Cross River,Grace Eyo,Marine scientist,105684,22,29.0481783,No
81612,Paul,Itokwu,Female,2006-03-21,2018-08-01,A,SS3,Christianity,Ibibio,Akwa Ibom,Grace Itokwu,Science writer,343566,53,65.70956588,No
99514,Mfon,Etefia,Female,2001-06-03,2020-02-21,A,SS1,Traditional,Ibibio,Cross River,Umar Etefia,Structural engineer,422567,19,54.04681239,Yes
32645,Inemesit,Itokwunyere,Female,1987-06-29,2018-06-14,C,SS2,Christianity,Ibibio,Cross River,Grace Itokwunyere,Publishing rights manager,255111,60,53.84922108,No
71736,Kayode,Essien,Male,1999-02-15,2016-07-19,B,SS2,Traditional,Ibibio,Akwa Ibom,Fatimah Essien,Architect,243583,7,64.33325325,Yes
19567,Paul,Itok,Male,1994-10-18,2018-07-04,C,SS2,Christianity,Ibibio,Akwa Ibom,Grace Itok,Quality manager,241786,52,10.18554989,No
12187,Kayode,Anyaene,Female,1997-04-18,2016-02-18,D,SS2,Traditional,Ibibio,Akwa Ibom,Amina Anyaene,Broadcast journalist,63452,53,68.15148839,No
86986,Ekong,Akpan,Female,1998-02-07,2019-11-11,C,SS1,Christianity,Ibibio,Cross River,Mary Akpan,Management consultant,388596,39,26.54264125,No
18851,Ekaette,Akpan,Female,2008-02-06,2016-05-07,A,SS2,Christianity,Ibibio,Akwa Ibom,Mary Akpan,Learning disability nurse,306708,72,62.35905192,No
11807,Ekaette,Etok,Male,2004-12-07,2017-11-06,D,SS2,Traditional,Ibibio,Akwa Ibom,Umar Etok,Engineer biomedical,322071,79,40.74324532,No
44365,Onyong,Itokop,Male,1983-09-24,2018-05-29,B,SS3,Christianity,Ibibio,Akwa Ibom,Grace Itokop,Insurance claims handler,187808,9,18.95050156,Yes
38277,Ime,Itokwunye,Male,1992-12-01,2017-01-18,C,SS1,Traditional,Ibibio,Cross River,Amina Itokwunye,Risk manager,252521,4,23.16024055,Yes
15220,Ekanem,Eyo,Female,1989-06-07,2016-06-14,D,SS3,Christianity,Ibibio,Cross River,Mary Eyo,Diagnostic radiographer,495708,71,85.75177134,Yes
17925,Ikot,Itok,Female,1985-02-21,2020-02-26,C,SS3,Christianity,Ibibio,Cross River,Joseph Itok,Administrator arts,342911,24,43.89156345,No
62163,Essien,Ekanem,Male,1983-10-01,2018-08-08,C,SS2,Traditional,Ibibio,Akwa Ibom,Amina Ekanem,Chiropractor,220066,36,74.6147462,Yes
47550,Mfon,Itauma,Male,2010-04-15,2016-01-16,C,SS1,Christianity,Ibibio,Cross River,Grace Itauma,Dancer,58195,70,35.26956702,Yes
92388,Aniekan,Anya,Female,1990-11-27,2019-08-29,A,SS3,Traditional,Ibibio,Akwa Ibom,Amina Anya,Surveyor planning and development,369754,34,54.3006469,Yes
75673,Ama,Essien,Male,2011-05-30,2018-12-30,A,SS2,Christianity,Ibibio,Akwa Ibom,John Essien,Geophysicist/field seismologist,218003,47,56.27104772,Yes
64451,Onyong,Etuk,Female,2000-09-05,2016-01-02,A,SS1,Traditional,Ibibio,Akwa Ibom,Fatimah Etuk,Best boy,446355,68,43.16195944,Yes
62727,Akpan,Nsikan,Female,2004-12-07,2016-06-04,B,SS3,Traditional,Ibibio,Akwa Ibom,Umar Nsikan,Agricultural consultant,305731,15,97.28447098,Yes
93956,Emem,Itokwa,Female,1994-06-06,2018-02-20,C,SS3,Christianity,Ibibio,Akwa Ibom,Joseph Itokwa,Sales executive,455276,100,37.81939179,No
80328,Aniekan,Eyo,Female,1997-01-03,2017-03-03,C,SS1,Christianity,Ibibio,Cross River,Grace Eyo,Engineering geologist,406569,30,75.4384692,Yes
80471,John,Adiaha,Female,2002-09-09,2018-12-24,C,SS1,Traditional,Ibibio,Akwa Ibom,Amina Adiaha,Scientist research (life sciences),200630,2,62.14304045,No
90746,Uduak,Itok,Male,1994-08-31,2018-05-30,C,SS3,Traditional,Ibibio,Akwa Ibom,Amina Itok,Meteorologist,482465,73,65.94841699,No
30012,Idongesit,Etok,Male,2005-04-24,2020-04-08,B,SS1,Traditional,Ibibio,Akwa Ibom,Amina Etok,Aeronautical engineer,187209,71,90.86663449,No
46368,Ekanem,Akpan,Male,2004-12-24,2020-10-08,C,SS1,Traditional,Ibibio,Akwa Ibom,Fatimah Akpan,Production assistant radio,167548,75,30.42140469,No
20957,Paul,Etok,Female,2009-10-09,2017-04-26,B,SS1,Christianity,Ibibio,Akwa Ibom,Joseph Etok,Operations geologist,53985,73,35.7089203,No
50620,Udeme,Itokudo,Male,1994-02-07,2016-09-24,D,SS2,Traditional,Ibibio,Akwa Ibom,Amina Itokudo,Lecturer higher education,151795,26,80.1672452,No
77017,Nse,Itokwunyere,Male,1999-07-17,2018-04-20,A,SS1,Traditional,Ibibio,Cross River,Fatimah Itokwunyere,Video editor,210756,87,75.42606825,Yes
36633,Ita,Etuk,Male,2003-03-10,2017-03-19,A,SS1,Traditional,Ibibio,Akwa Ibom,Amina Etuk,Psychiatrist,379319,7,97.96744227,No
30365,Ita,Akpan,Male,2005-08-27,2017-09-03,B,SS3,Christianity,Ibibio,Akwa Ibom,Joseph Akpan,Loss adjuster chartered,376725,44,22.30447879,No
80305,Nse,Itok,Female,2006-09-17,2019-09-04,A,SS2,Traditional,Ibibio,Akwa Ibom,Umar Itok,Wellsite geologist,112902,63,31.08995339,No
52827,Nsikak,Itokop,Male,2001-01-14,2020-12-23,A,SS1,Christianity,Ibibio,Akwa Ibom,Paul Itokop,Journalist newspaper,404118,41,96.61358464,Yes
61213,Mfon,Etim,Female,2011-08-24,2016-09-07,B,SS3,Christianity,Ibibio,Cross River,Mary Etim,Higher education careers adviser,318598,87,68.58006087,No
86865,Abasi,Anyaidem,Female,2001-08-30,2018-06-22,B,SS2,Traditional,Ibibio,Cross River,Fatimah Anyaidem,Mental health nurse,482185,71,52.18507761,Yes
93138,Isong,Itok,Male,1998-02-24,2017-11-10,D,SS3,Traditional,Ibibio,Cross River,Fatimah Itok,Arts development officer,352495,72,92.44441219,No
99267,Nse,Inyang,Male,1998-08-01,2016-04-09,A,SS3,Traditional,Ibibio,Akwa Ibom,Fatimah Inyang,Scientist forensic,89064,32,58.1027162,No
94299,Kayode,Akpan,Female,1993-05-07,2020-01-10,A,SS3,Traditional,Ibibio,Cross River,Umar Akpan,Textile designer,486415,81,16.79218892,No
18665,Uduak,Itokwa,Male,2002-04-20,2019-01-06,C,SS2,Christianity,Ibibio,Akwa Ibom,Joseph Itokwa,Community pharmacist,109347,78,39.83478914,Yes
